"sample","vis.file","predict.moss.NDVI","predict.moss.median.NDVI","predict.moss.mean.NDVI","predict.moss.sd.NDVI","predict.moss.min.NDVI","predict.moss.max.NDVI","predict.moss.diff.range.NDVI","predict.backgr.NDVI","predict.backgr.median.NDVI","predict.backgr.mean.NDVI","predict.backgr.sd.NDVI","predict.backgr.min.NDVI","predict.backgr.max.NDVI","predict.backgr.diff.range.NDVI","threshold.value.NDVI","threshold.method"
"obs_1","rev_2021_0101_000814_004.jpg","1279618","0.358824866091598","0.349909390627806","0.0396176550040953","-0.0374287086908781","0.399968562875383","0.437397271566261","2099590","0.473673814314274","0.475437664408367","0.0429735308290754","0.400186458368658","0.603125782698322","0.202939324329664","0.4","Predefined"
