"sample","img.file","predict.moss.NDVI","predict.moss.median.NDVI","predict.moss.mean.NDVI","predict.moss.sd.NDVI","predict.moss.min.NDVI","predict.moss.max.NDVI","predict.moss.diff.range.NDVI","predict.backgr.NDVI","predict.backgr.median.NDVI","predict.backgr.mean.NDVI","predict.backgr.sd.NDVI","predict.backgr.min.NDVI","predict.backgr.max.NDVI","predict.backgr.diff.range.NDVI","threshold.value.NDVI","threshold.method"
"obs_1","rev_2021_0101_000814_004.jpg","2782176","-0.12934511027715","-0.16734582296775","0.138303456736432","-0.49265054659687","0.14504367584428","0.637694222441151","597032","0","0","0","Inf","-Inf","-Inf","0.4","Predefined"
