"sample","vis.file","predict.moss.NDVI","predict.moss.median.NDVI","predict.moss.mean.NDVI","predict.moss.sd.NDVI","predict.moss.min.NDVI","predict.moss.max.NDVI","predict.moss.diff.range.NDVI","predict.backgr.NDVI","predict.backgr.median.NDVI","predict.backgr.mean.NDVI","predict.backgr.sd.NDVI","predict.backgr.min.NDVI","predict.backgr.max.NDVI","predict.backgr.diff.range.NDVI","threshold.value.NDVI","threshold.method"
"obs_1","rev_2021_0101_000814_004.jpg","1273047","0.358978292794602","0.349926444037199","0.0396673364522984","-0.0386670840981369","0.399962518954893","0.43862960305303","2106161","0.474777760529849","0.476367411532922","0.0434598922879546","0.400071812838934","0.604674423370295","0.204602610531361","0.4","Predefined"
