"sample","vis.file","nir.file","predict.moss.NDVI","predict.backgr.NDVI","threshold.value.NDVI","threshold.method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"obs_1","rev_2021_0101_000814_004.jpg","1279618","0","0","0","0","0","0","2099590","0","0","0","0","0","0","0.4","Predefined"
