"sample","vis.file","predict.moss.NDVI","predict.moss.median.NDVI","predict.moss.mean.NDVI","predict.moss.sd.NDVI","predict.moss.min.NDVI","predict.moss.max.NDVI","predict.moss.diff.range.NDVI","predict.backgr.NDVI","predict.backgr.median.NDVI","predict.backgr.mean.NDVI","predict.backgr.sd.NDVI","predict.backgr.min.NDVI","predict.backgr.max.NDVI","predict.backgr.diff.range.NDVI","threshold.value.NDVI","threshold.method"
"obs_1","rev_2021_0101_000814_004.jpg","1270359","0.358707353025169","0.349814125990425","0.039618772831473","-0.0385784061836709","0.399971982024673","0","2108849","0.474571028144811","0.476229575010952","0.0434947799161686","0.400010055743431","0.604679334026005","0","0.4","Predefined"
