"sample","vis.file","predict.moss.NDVI","predict.moss.median.NDVI","predict.moss.mean.NDVI","predict.moss.sd.NDVI","predict.moss.min.NDVI","predict.moss.max.NDVI","predict.moss.diff.range.NDVI","predict.backgr.NDVI","predict.backgr.median.NDVI","predict.backgr.mean.NDVI","predict.backgr.sd.NDVI","predict.backgr.min.NDVI","predict.backgr.max.NDVI","predict.backgr.diff.range.NDVI","threshold.value.NDVI","threshold.method"
"obs_2","rev_2021_0101_001007_006.jpg","2086440","0.307476238557452","0.284885156765552","0.0912306085251023","-0.0741352805586975","0.399999517282021","0.474134797840718","1292768","0.455499085588197","0.457525151404728","0.0363190199643609","0.400044775865962","0.583824320286619","0.183779544420657","0.4","Predefined"
