"sample","vis.file","predict.moss.NDVI","predict.moss.median.NDVI","predict.moss.mean.NDVI","predict.moss.sd.NDVI","predict.moss.min.NDVI","predict.moss.max.NDVI","predict.moss.diff.range.NDVI","predict.backgr.NDVI","predict.backgr.median.NDVI","predict.backgr.mean.NDVI","predict.backgr.sd.NDVI","predict.backgr.min.NDVI","predict.backgr.max.NDVI","predict.backgr.diff.range.NDVI","threshold.value.NDVI","threshold.method"
"obs_1","rev_2021_0101_000814_004.jpg","1276202","0.358612738939819","0.349753111933005","0.039645722551494","-0.0382344282104691","0.399967466570035","0.438201894780504","2103006","0.474083005727579","0.475738567595161","0.0432162960230142","0.400005063421578","0.603773888090947","0.203768824669369","0.4","Predefined"
